sender	patientType	scenario	demand
s181	n	n13	10
s181	c	n14	0
s181	n	n14	10
s181	c	n15	0
s181	n	n15	10
s181	c	n16	0
s181	n	n16	10
s181	c	n17	0
s181	n	n17	10
s181	c	n18	0
s181	n	n18	10
s181	c	n19	0
s181	n	n19	10
s181	c	n20	0
s181	n	n20	10
s181	c	n21	0
s181	n	n21	10
s182	c	n10	0
s182	n	n10	10
s182	c	n11	0
s182	n	n11	10
s182	c	n12	0
s182	n	n12	10
s182	c	n13	0
s182	n	n13	10
s182	c	n14	0
s182	n	n14	10
s182	c	n15	0
s182	n	n15	10
s182	c	n16	0
s182	n	n16	10
s182	c	n17	0
s182	n	n17	10
s182	c	n18	0
s182	n	n18	10
s182	c	n19	0
s182	n	n19	10
s182	c	n20	0
s182	n	n20	10
s182	c	n21	0
s182	n	n21	10
s182	c	n22	0
s182	n	n22	10
s182	c	n23	0
s182	n	n23	10
s182	c	n24	0
s182	n	n24	10
s182	c	n25	0
s182	n	n25	10
s183	c	n04	0
s183	n	n04	5
s183	c	n05	0
s183	n	n05	5
s183	c	n06	0
s183	n	n06	5
s183	c	n07	0
s183	n	n07	5
s183	c	n08	0
s183	n	n08	5
s183	c	n09	0
s183	n	n09	5
s183	c	n10	0
s183	n	n10	5
s183	c	n11	0
s183	n	n11	5
s183	c	n12	0
s183	n	n12	5
s183	c	n13	0
s183	n	n13	5
s183	c	n14	0
s183	n	n14	5
s183	c	n15	0
s183	n	n15	5
s184	c	n08	0
s184	n	n08	2
s184	c	n09	0
s184	n	n09	2
s184	c	n10	0
s184	n	n10	2
s184	c	n11	0
s184	n	n11	2
s184	c	n12	0
s184	n	n12	2
s184	c	n13	0
s184	n	n13	2
s184	c	n14	0
s184	n	n14	2
s184	c	n15	0
s184	n	n15	2
s184	c	n16	0
s184	n	n16	2
s186	c	n15	0
s186	n	n15	4
s186	c	n16	0
s186	n	n16	4
s187	c	n01	0
s187	n	n01	8
s187	c	n02	0
s187	n	n02	8
s187	c	n03	0
s187	n	n03	8
s187	c	n04	0
s187	n	n04	8
s187	c	n05	0
s187	n	n05	8
s187	c	n06	0
s187	n	n06	8
s187	c	n07	0
s187	n	n07	8
s187	c	n08	0
s187	n	n08	8
s187	c	n09	0
s187	n	n09	8
s187	c	n10	0
s187	n	n10	8
s187	c	n11	0
s187	n	n11	8
s187	c	n12	0
s187	n	n12	8
s187	c	n13	0
s187	n	n13	8
s187	c	n14	0
s187	n	n14	8
s187	c	n15	0
s187	n	n15	8
s187	c	n16	0
s187	n	n16	8
s187	c	n17	0
s187	n	n17	8
s187	c	n18	0
s187	n	n18	8
s187	c	n19	0
s187	n	n19	8
s187	c	n20	0
s187	n	n20	8
s187	c	n21	0
s187	n	n21	8
s187	c	n22	0
s187	n	n22	8
s187	c	n23	0
s187	n	n23	8
s187	c	n24	0
s187	n	n24	8
s187	c	n25	0
s187	n	n25	8
s188	c	n11	0
s188	n	n11	6
s188	c	n12	0
s188	n	n12	6
s188	c	n13	0
s188	n	n13	6
s188	c	n14	0
s188	n	n14	6
s188	c	n15	0
s188	n	n15	6
s188	c	n16	0
s188	n	n16	6
s188	c	n17	0
s188	n	n17	6
s188	c	n18	0
s188	n	n18	6
s189	c	n06	0
s189	n	n06	6
s189	c	n07	0
s189	n	n07	6
s189	c	n08	0
s189	n	n08	6
s189	c	n09	0
s189	n	n09	6
s189	c	n10	0
s189	n	n10	6
s189	c	n11	0
s189	n	n11	6
s189	c	n12	0
s189	n	n12	6
s189	c	n13	0
s189	n	n13	6
s189	c	n14	0
s189	n	n14	6
s189	c	n15	0
s189	n	n15	6
s189	c	n16	0
s189	n	n16	6
s190	c	n06	0
s190	n	n06	6
s190	c	n07	0
s190	n	n07	6
s190	c	n08	0
s190	n	n08	6
s190	c	n09	0
s190	n	n09	6
s190	c	n10	0
s190	n	n10	6
s190	c	n11	0
s190	n	n11	6
s190	c	n12	0
s190	n	n12	6
s190	c	n13	0
s190	n	n13	6
s190	c	n14	0
s190	n	n14	6
s190	c	n15	0
s190	n	n15	6
s190	c	n16	0
s190	n	n16	6
s190	c	n17	0
s190	n	n17	6
s190	c	n18	0
s190	n	n18	6
s192	c	n06	0
s192	n	n06	10
s192	c	n07	0
s192	n	n07	10
s192	c	n08	0
s192	n	n08	10
s192	c	n09	0
s192	n	n09	10
s192	c	n10	0
s192	n	n10	10
s192	c	n11	0
s192	n	n11	10
s192	c	n12	0
s192	n	n12	10
s192	c	n13	0
s192	n	n13	10
s192	c	n14	0
s192	n	n14	10
s192	c	n15	0
s192	n	n15	10
s192	c	n16	0
s192	n	n16	10
s195	c	n16	0
s195	n	n16	34
s196	c	n06	0
s196	n	n06	127
s196	c	n07	0
s196	n	n07	127
s196	c	n08	0
s196	n	n08	127
s196	c	n09	0
s196	n	n09	127
s196	c	n10	0
s196	n	n10	127
s196	c	n11	0
s196	n	n11	127
s196	c	n12	0
s196	n	n12	127
s196	c	n13	0
s196	n	n13	127
s196	c	n14	0
s196	n	n14	127
s196	c	n15	0
s196	n	n15	127
s196	c	n16	0
s196	n	n16	127
s204	c	n06	0
s204	n	n06	85
s204	c	n07	0
s204	n	n07	85
s204	c	n08	0
s204	n	n08	85
s204	c	n09	0
s204	n	n09	85
s204	c	n10	0
s204	n	n10	85
s204	c	n11	0
s204	n	n11	85
s204	c	n12	0
s204	n	n12	85
s204	c	n13	0
s204	n	n13	85
s204	c	n14	0
s204	n	n14	85
s204	c	n15	0
s204	n	n15	85
s205	c	n06	0
s205	n	n06	8
s205	c	n07	0
s205	n	n07	8
s205	c	n08	0
s205	n	n08	8
s205	c	n09	0
s205	n	n09	8
s205	c	n10	0
s205	n	n10	8
s205	c	n11	0
s205	n	n11	8
s205	c	n12	0
s205	n	n12	8
s205	c	n13	0
s205	n	n13	8
s205	c	n14	0
s205	n	n14	8
s205	c	n15	0
s205	n	n15	8
s207	c	n06	0
s207	n	n06	22
s207	c	n07	0
s207	n	n07	22
s207	c	n08	0
s207	n	n08	22
s207	c	n09	0
s207	n	n09	22
s207	c	n10	0
s207	n	n10	22
s207	c	n11	0
s207	n	n11	22
s207	c	n12	0
s207	n	n12	22
s207	c	n13	0
s207	n	n13	22
s207	c	n14	0
s207	n	n14	22
s207	c	n15	0
s207	n	n15	22
s207	c	n16	0
s207	n	n16	22
s209	c	n04	0
s209	n	n04	17
s209	c	n05	0
s209	n	n05	17
s209	c	n06	0
s209	n	n06	17
s209	c	n07	0
s209	n	n07	17
s209	c	n08	0
s209	n	n08	17
s209	c	n09	0
s209	n	n09	17
s209	c	n10	0
s209	n	n10	17
s209	c	n11	0
s209	n	n11	17
s209	c	n12	0
s209	n	n12	17
s209	c	n13	0
s209	n	n13	17
s209	c	n14	0
s209	n	n14	17
s209	c	n15	0
s209	n	n15	17
s210	c	n16	0
s210	n	n16	10
s210	c	n17	0
s210	n	n17	10
s210	c	n18	0
s210	n	n18	10
s213	c	n17	0
s213	n	n17	81
s213	c	n18	0
s213	n	n18	81
s213	c	n19	0
s213	n	n19	81
s213	c	n20	0
s213	n	n20	81
s213	c	n21	0
s213	n	n21	81
s213	c	n22	0
s213	n	n22	81
s213	c	n23	0
s213	n	n23	81
s213	c	n24	0
s213	n	n24	81
s214	c	n17	0
s214	n	n17	29
s214	c	n18	0
s214	n	n18	29
s214	c	n19	0
s214	n	n19	29
s214	c	n20	0
s214	n	n20	29
s214	c	n21	0
s214	n	n21	29
s214	c	n22	0
s214	n	n22	29
s214	c	n23	0
s214	n	n23	29
s214	c	n24	0
s214	n	n24	29
s215	c	n25	0
s215	n	n25	5
s216	c	n24	0
s216	n	n24	80
s216	c	n25	0
s216	n	n25	80
s217	c	n09	0
s217	n	n09	10
s217	c	n10	0
s217	n	n10	10
s217	c	n11	0
s217	n	n11	10
s217	c	n12	0
s217	n	n12	10
s217	c	n13	0
s217	n	n13	10
s217	c	n14	0
s217	n	n14	10
s217	c	n15	0
s217	n	n15	10
s217	c	n16	0
s217	n	n16	10
s217	c	n17	0
s217	n	n17	10
s217	c	n18	0
s217	n	n18	10
s217	c	n19	0
s217	n	n19	10
s217	c	n20	0
s217	n	n20	10
s217	c	n21	0
s217	n	n21	10
s217	c	n22	0
s217	n	n22	10
s217	c	n23	0
s217	n	n23	10
s217	c	n24	0
s217	n	n24	10
s217	c	n25	0
s217	n	n25	10
s218	c	n16	0
s218	n	n16	10
s218	c	n17	0
s218	n	n17	10
s218	c	n18	0
s218	n	n18	10
s218	c	n22	0
s218	n	n22	10
s218	c	n23	0
s218	n	n23	10
s218	c	n24	0
s218	n	n24	10
s219	c	n08	0
s219	n	n08	10
s219	c	n09	0
s219	n	n09	10
s219	c	n10	0
s219	n	n10	10
s219	c	n11	0
s219	n	n11	10
s219	c	n12	0
s219	n	n12	10
s219	c	n13	0
s219	n	n13	10
s219	c	n14	0
s219	n	n14	10
s219	c	n15	0
s219	n	n15	10
s219	c	n16	0
s219	n	n16	10
s219	c	n17	0
s219	n	n17	10
s219	c	n18	0
s219	n	n18	10
s219	c	n19	0
s219	n	n19	10
s219	c	n20	0
s219	n	n20	10
s219	c	n21	0
s219	n	n21	10
s219	c	n22	0
s219	n	n22	10
s219	c	n23	0
s219	n	n23	10
s219	c	n24	0
s219	n	n24	10
s219	c	n25	0
s219	n	n25	10
s220	c	n16	0
s220	n	n16	4
s220	c	n22	0
s220	n	n22	4
s220	c	n23	0
s220	n	n23	4
s220	c	n24	0
s220	n	n24	4
s221	c	n01	0
s221	n	n01	8
s221	c	n02	0
s221	n	n02	8
s221	c	n03	0
s221	n	n03	8
s221	c	n04	0
s221	n	n04	8
s221	c	n05	0
s221	n	n05	8
s221	c	n06	0
s221	n	n06	8
s221	c	n07	0
s221	n	n07	8
s221	c	n08	0
s221	n	n08	8
s221	c	n09	0
s221	n	n09	8
s221	c	n10	0
s221	n	n10	8
s221	c	n11	0
s221	n	n11	8
s221	c	n12	0
s221	n	n12	8
s221	c	n13	0
s221	n	n13	8
s221	c	n14	0
s221	n	n14	8
s221	c	n15	0
s221	n	n15	8
s221	c	n16	0
s221	n	n16	8
s221	c	n17	0
s221	n	n17	8
s221	c	n18	0
s221	n	n18	8
s221	c	n19	0
s221	n	n19	8
s221	c	n20	0
s221	n	n20	8
s221	c	n21	0
s221	n	n21	8
s221	c	n22	0
s221	n	n22	8
s221	c	n23	0
s221	n	n23	8
s221	c	n24	0
s221	n	n24	8
s221	c	n25	0
s221	n	n25	8
s222	c	n16	0
s222	n	n16	4
s222	c	n22	0
s222	n	n22	4
s222	c	n23	0
s222	n	n23	4
s222	c	n24	0
s222	n	n24	4
s223	c	n10	0
s223	n	n10	6
s223	c	n11	0
s223	n	n11	6
s223	c	n12	0
s223	n	n12	6
s223	c	n13	0
s223	n	n13	6
s223	c	n14	0
s223	n	n14	6
s223	c	n15	0
s223	n	n15	6
s223	c	n16	0
s223	n	n16	6
s223	c	n17	0
s223	n	n17	6
s223	c	n18	0
s223	n	n18	6
s223	c	n19	0
s223	n	n19	6
s223	c	n20	0
s223	n	n20	6
s223	c	n21	0
s223	n	n21	6
s223	c	n22	0
s223	n	n22	6
s223	c	n23	0
s223	n	n23	6
s223	c	n24	0
s223	n	n24	6
s223	c	n25	0
s223	n	n25	6
s224	c	n16	0
s224	n	n16	4
s224	c	n22	0
s224	n	n22	4
s224	c	n23	0
s224	n	n23	4
s224	c	n24	0
s224	n	n24	4
s225	c	n01	0
s225	n	n01	5
s225	c	n02	0
s225	n	n02	5
s225	c	n03	0
s225	n	n03	5
s225	c	n04	0
s225	n	n04	5
s225	c	n05	0
s225	n	n05	5
s225	c	n06	0
s225	n	n06	5
s225	c	n07	0
s225	n	n07	5
s225	c	n08	0
s225	n	n08	5
s225	c	n09	0
s225	n	n09	5
s225	c	n10	0
s225	n	n10	5
s225	c	n11	0
s225	n	n11	5
s225	c	n12	0
s225	n	n12	5
s225	c	n13	0
s225	n	n13	5
s225	c	n14	0
s225	n	n14	5
s225	c	n15	0
s225	n	n15	5
s225	c	n16	0
s225	n	n16	5
s225	c	n17	0
s225	n	n17	5
s225	c	n18	0
s225	n	n18	5
s225	c	n19	0
s225	n	n19	5
s225	c	n20	0
s225	n	n20	5
s225	c	n21	0
s225	n	n21	5
s225	c	n22	0
s225	n	n22	5
s225	c	n23	0
s225	n	n23	5
s225	c	n24	0
s225	n	n24	5
s225	c	n25	0
s225	n	n25	5
s226	c	n13	0
s226	n	n13	4
s226	c	n14	0
s226	n	n14	4
s226	c	n15	0
s226	n	n15	4
s226	c	n16	0
s226	n	n16	4
s226	c	n17	0
s226	n	n17	4
s226	c	n18	0
s226	n	n18	4
s226	c	n19	0
s226	n	n19	4
s226	c	n22	0
s226	n	n22	4
s226	c	n23	0
s226	n	n23	4
s226	c	n24	0
s226	n	n24	4
s227	c	n24	0
s227	n	n24	131
s227	c	n25	0
s227	n	n25	131
s228	c	n16	0
s228	n	n16	10
s228	c	n22	0
s228	n	n22	10
s228	c	n23	0
s228	n	n23	10
s228	c	n24	0
s228	n	n24	10
s229	c	n16	0
s229	n	n16	4
s229	c	n22	0
s229	n	n22	4
s229	c	n23	0
s229	n	n23	4
s229	c	n24	0
s229	n	n24	4
s230	c	n09	0
s230	n	n09	10
s230	c	n10	0
s230	n	n10	10
s230	c	n11	0
s230	n	n11	10
s230	c	n12	0
s230	n	n12	10
s230	c	n13	0
s230	n	n13	10
s230	c	n14	0
s230	n	n14	10
s230	c	n15	0
s230	n	n15	10
s230	c	n16	0
s230	n	n16	10
s230	c	n17	0
s230	n	n17	10
s230	c	n18	0
s230	n	n18	10
s230	c	n19	0
s230	n	n19	10
s230	c	n20	0
s230	n	n20	10
s230	c	n21	0
s230	n	n21	10
s230	c	n22	0
s230	n	n22	10
s230	c	n23	0
s230	n	n23	10
s230	c	n24	0
s230	n	n24	10
s230	c	n25	0
s230	n	n25	10
s231	c	n08	0
s231	n	n08	73
s231	c	n09	0
s231	n	n09	73
s231	c	n10	0
s231	n	n10	73
s231	c	n11	0
s231	n	n11	73
s231	c	n12	0
s231	n	n12	73
s231	c	n13	0
s231	n	n13	73
s231	c	n14	0
s231	n	n14	73
s231	c	n15	0
s231	n	n15	73
s231	c	n16	0
s231	n	n16	73
s231	c	n17	0
s231	n	n17	73
s231	c	n18	0
s231	n	n18	73
s231	c	n19	0
s231	n	n19	73
s231	c	n20	0
s231	n	n20	73
s231	c	n21	0
s231	n	n21	73
s231	c	n22	0
s231	n	n22	73
s231	c	n23	0
s231	n	n23	73
s231	c	n24	0
s231	n	n24	73
s231	c	n25	0
s231	n	n25	73
s232	c	n08	0
s232	n	n08	68
s232	c	n09	0
s232	n	n09	68
s232	c	n10	0
s232	n	n10	68
s232	c	n11	0
s232	n	n11	68
s232	c	n12	0
s232	n	n12	68
s232	c	n13	0
s232	n	n13	68
s232	c	n14	0
s232	n	n14	68
s232	c	n15	0
s232	n	n15	68
s232	c	n16	0
s232	n	n16	68
s232	c	n24	0
s232	n	n24	68
s233	c	n17	0
s233	n	n17	81
s233	c	n18	0
s233	n	n18	81
s233	c	n19	0
s233	n	n19	81
s233	c	n20	0
s233	n	n20	81
s233	c	n21	0
s233	n	n21	81
s233	c	n22	0
s233	n	n22	81
s233	c	n23	0
s233	n	n23	81
s233	c	n24	0
s233	n	n24	81
s234	c	n09	0
s234	n	n09	81
s234	c	n10	0
s234	n	n10	81
s234	c	n11	0
s234	n	n11	81
s234	c	n12	0
s234	n	n12	81
s234	c	n13	0
s234	n	n13	81
s234	c	n14	0
s234	n	n14	81
s234	c	n15	0
s234	n	n15	81
s234	c	n16	0
s234	n	n16	81
s234	c	n24	0
s234	n	n24	81
s238	c	n08	0
s238	n	n08	71
s238	c	n09	0
s238	n	n09	71
s238	c	n10	0
s238	n	n10	71
s244	c	n24	0
s244	n	n24	63
s247	c	n06	0
s247	n	n06	10
s247	c	n07	0
s247	n	n07	10
s247	c	n08	0
s247	n	n08	10
s247	c	n09	0
s247	n	n09	10
s247	c	n10	0
s247	n	n10	10
s247	c	n11	0
s247	n	n11	10
s247	c	n12	0
s247	n	n12	10
s247	c	n13	0
s247	n	n13	10
s247	c	n14	0
s247	n	n14	10
s247	c	n15	0
s247	n	n15	10
s249	c	n24	0
s249	n	n24	31
s252	c	n06	0
s252	n	n06	93
s252	c	n07	0
s252	n	n07	93
s252	c	n08	0
s252	n	n08	93
s252	c	n09	0
s252	n	n09	93
s252	c	n10	0
s252	n	n10	93
s252	c	n11	0
s252	n	n11	93
s252	c	n12	0
s252	n	n12	93
s252	c	n13	0
s252	n	n13	93
s252	c	n14	0
s252	n	n14	93
s252	c	n15	0
s252	n	n15	93
s252	c	n16	0
s252	n	n16	93
s252	c	n17	0
s252	n	n17	93
s252	c	n18	0
s252	n	n18	93
s254	c	n10	0
s254	n	n10	92
s254	c	n11	0
s254	n	n11	92
s254	c	n12	0
s254	n	n12	92
s254	c	n13	0
s254	n	n13	92
s256	c	n02	0
s256	n	n02	80
s256	c	n03	0
s256	n	n03	80
s256	c	n04	0
s256	n	n04	80
s256	c	n05	0
s256	n	n05	80
s256	c	n06	0
s256	n	n06	80
s256	c	n07	0
s256	n	n07	80
s256	c	n08	0
s256	n	n08	80
s256	c	n09	0
s256	n	n09	80
s256	c	n10	0
s256	n	n10	80
s256	c	n11	0
s256	n	n11	80
s256	c	n12	0
s256	n	n12	80
s256	c	n13	0
s256	n	n13	80
s256	c	n14	0
s256	n	n14	80
s256	c	n15	0
s256	n	n15	80
s256	c	n16	0
s256	n	n16	80
s256	c	n17	0
s256	n	n17	80
s256	c	n18	0
s256	n	n18	80
s256	c	n19	0
s256	n	n19	80
s256	c	n24	0
s256	n	n24	80
s257	c	n10	0
s257	n	n10	9
s264	c	n02	0
s264	n	n02	6
s264	c	n03	0
s264	n	n03	6
s264	c	n04	0
s264	n	n04	6
s264	c	n05	0
s264	n	n05	6
s264	c	n06	0
s264	n	n06	6
s264	c	n07	0
s264	n	n07	6
s264	c	n08	0
s264	n	n08	6
s264	c	n09	0
s264	n	n09	6
s264	c	n10	0
s264	n	n10	6
s264	c	n11	0
s264	n	n11	6
s264	c	n12	0
s264	n	n12	6
s264	c	n13	0
s264	n	n13	6
s266	c	n08	0
s266	n	n08	47
s266	c	n09	0
s266	n	n09	47
s266	c	n10	0
s266	n	n10	47
s266	c	n11	0
s266	n	n11	47
s266	c	n12	0
s266	n	n12	47
s266	c	n13	0
s266	n	n13	47
s266	c	n14	0
s266	n	n14	47
s266	c	n15	0
s266	n	n15	47
s268	c	n06	0
s268	n	n06	4
s268	c	n07	0
s268	n	n07	4
s268	c	n08	0
s268	n	n08	4
s268	c	n09	0
s268	n	n09	4
s268	c	n10	0
s268	n	n10	4
s268	c	n11	0
s268	n	n11	4
s268	c	n12	0
s268	n	n12	4
s268	c	n13	0
s268	n	n13	4
s271	c	n06	0
s271	n	n06	10
s271	c	n07	0
s271	n	n07	10
s271	c	n08	0
s271	n	n08	10
s271	c	n09	0
s271	n	n09	10
s271	c	n10	0
s271	n	n10	10
s271	c	n11	0
s271	n	n11	10
s271	c	n12	0
s271	n	n12	10
s271	c	n13	0
s271	n	n13	10
s271	c	n14	0
s271	n	n14	10
s272	c	n08	0
s272	n	n08	6
s272	c	n09	0
s272	n	n09	6
s272	c	n10	0
s272	n	n10	6
s272	c	n11	0
s272	n	n11	6
s272	c	n12	0
s272	n	n12	6
s272	c	n13	0
s272	n	n13	6
s278	c	n01	0
s278	n	n01	102
s278	c	n02	0
s278	n	n02	102
s278	c	n03	0
s278	n	n03	102
s278	c	n04	0
s278	n	n04	102
s278	c	n05	0
s278	n	n05	102
s278	c	n06	0
s278	n	n06	102
s278	c	n07	0
s278	n	n07	102
s278	c	n08	0
s278	n	n08	102
s278	c	n09	0
s278	n	n09	102
s278	c	n10	0
s278	n	n10	102
s278	c	n11	0
s278	n	n11	102
s278	c	n12	0
s278	n	n12	102
s278	c	n13	0
s278	n	n13	102
s278	c	n14	0
s278	n	n14	102
s278	c	n15	0
s278	n	n15	102
s278	c	n16	0
s278	n	n16	102
s278	c	n17	0
s278	n	n17	102
s278	c	n18	0
s278	n	n18	102
s278	c	n19	0
s278	n	n19	102
s278	c	n20	0
s278	n	n20	102
s278	c	n21	0
s278	n	n21	102
s278	c	n22	0
s278	n	n22	102
s278	c	n23	0
s278	n	n23	102
s278	c	n24	0
s278	n	n24	102
s278	c	n25	0
s278	n	n25	102
s289	c	n08	0
s289	n	n08	8
s289	c	n09	0
s289	n	n09	8
s289	c	n10	0
s289	n	n10	8
s289	c	n11	0
s289	n	n11	8
s289	c	n12	0
s289	n	n12	8
s289	c	n13	0
s289	n	n13	8
s289	c	n14	0
s289	n	n14	8
s289	c	n15	0
s289	n	n15	8
s289	c	n16	0
s289	n	n16	8
s289	c	n17	0
s289	n	n17	8
s289	c	n18	0
s289	n	n18	8
s289	c	n19	0
s289	n	n19	8
s289	c	n20	0
s289	n	n20	8
s289	c	n21	0
s289	n	n21	8
s291	c	n08	0
s291	n	n08	16
s291	c	n09	0
s291	n	n09	16
s291	c	n10	0
s291	n	n10	16
s291	c	n11	0
s291	n	n11	16
s291	c	n12	0
s291	n	n12	16
s291	c	n13	0
s291	n	n13	16
s291	c	n14	0
s291	n	n14	16
s291	c	n15	0
s291	n	n15	16
s291	c	n16	0
s291	n	n16	16
s291	c	n17	0
s291	n	n17	16
s291	c	n18	0
s291	n	n18	16
s291	c	n19	0
s291	n	n19	16
s291	c	n20	0
s291	n	n20	16
s291	c	n21	0
s291	n	n21	16
s291	c	n22	0
s291	n	n22	16
s291	c	n23	0
s291	n	n23	16
s291	c	n24	0
s291	n	n24	16
s291	c	n25	0
s291	n	n25	16
s293	c	n01	0
s293	n	n01	10
s293	c	n02	0
s293	n	n02	10
s293	c	n03	0
s293	n	n03	10
s293	c	n04	0
s293	n	n04	10
s293	c	n05	0
s293	n	n05	10
s293	c	n06	0
s293	n	n06	10
s293	c	n07	0
s293	n	n07	10
s293	c	n08	0
s293	n	n08	10
s293	c	n09	0
s293	n	n09	10
s293	c	n10	0
s293	n	n10	10
s293	c	n11	0
s293	n	n11	10
s293	c	n12	0
s293	n	n12	10
s293	c	n13	0
s293	n	n13	10
s293	c	n14	0
s293	n	n14	10
s293	c	n15	0
s293	n	n15	10
s293	c	n16	0
s293	n	n16	10
s293	c	n17	0
s293	n	n17	10
s293	c	n18	0
s293	n	n18	10
s293	c	n19	0
s293	n	n19	10
s293	c	n20	0
s293	n	n20	10
s293	c	n21	0
s293	n	n21	10
s293	c	n22	0
s293	n	n22	10
s293	c	n23	0
s293	n	n23	10
s293	c	n24	0
s293	n	n24	10
s293	c	n25	0
s293	n	n25	10
s296	c	n08	0
s296	n	n08	10
s296	c	n09	0
s296	n	n09	10
s296	c	n10	0
s296	n	n10	10
s296	c	n11	0
s296	n	n11	10
s296	c	n12	0
s296	n	n12	10
s296	c	n13	0
s296	n	n13	10
s296	c	n14	0
s296	n	n14	10
s296	c	n15	0
s296	n	n15	10
s296	c	n16	0
s296	n	n16	10
s296	c	n17	0
s296	n	n17	10
s296	c	n18	0
s296	n	n18	10
s296	c	n19	0
s296	n	n19	10
s296	c	n20	0
s296	n	n20	10
s296	c	n21	0
s296	n	n21	10
s296	c	n22	0
s296	n	n22	10
s296	c	n23	0
s296	n	n23	10
s296	c	n24	0
s296	n	n24	10
s296	c	n25	0
s296	n	n25	10
s302	c	n06	0
s302	n	n06	46
s302	c	n07	0
s302	n	n07	46
s302	c	n08	0
s302	n	n08	46
s302	c	n09	0
s302	n	n09	46
s302	c	n10	0
s302	n	n10	46
s302	c	n11	0
s302	n	n11	46
s302	c	n12	0
s302	n	n12	46
s302	c	n13	0
s302	n	n13	46
s302	c	n14	0
s302	n	n14	46
s302	c	n15	0
s302	n	n15	46
s302	c	n16	0
s302	n	n16	46
s302	c	n17	0
s302	n	n17	46
s302	c	n18	0
s302	n	n18	46
s303	c	n09	0
s303	n	n09	34
s305	c	n16	0
s305	n	n16	39
s305	c	n17	0
s305	n	n17	39
s305	c	n18	0
s305	n	n18	39
s305	c	n19	0
s305	n	n19	39
s305	c	n22	0
s305	n	n22	39
s305	c	n23	0
s305	n	n23	39
s306	c	n01	0
s306	n	n01	81
s306	c	n02	0
s306	n	n02	81
s306	c	n03	0
s306	n	n03	81
s306	c	n04	0
s306	n	n04	81
s306	c	n05	0
s306	n	n05	81
s306	c	n06	0
s306	n	n06	81
s306	c	n07	0
s306	n	n07	81
s306	c	n08	0
s306	n	n08	81
s306	c	n09	0
s306	n	n09	81
s306	c	n10	0
s306	n	n10	81
s306	c	n11	0
s306	n	n11	81
s306	c	n12	0
s306	n	n12	81
s306	c	n13	0
s306	n	n13	81
s306	c	n14	0
s306	n	n14	81
s306	c	n15	0
s306	n	n15	81
s306	c	n16	0
s306	n	n16	81
s306	c	n17	0
s306	n	n17	81
s306	c	n18	0
s306	n	n18	81
s306	c	n19	0
s306	n	n19	81
s306	c	n20	0
s306	n	n20	81
s306	c	n21	0
s306	n	n21	81
s306	c	n22	0
s306	n	n22	81
s306	c	n23	0
s306	n	n23	81
s306	c	n24	0
s306	n	n24	81
s306	c	n25	0
s306	n	n25	81
s307	c	n01	0
s307	n	n01	102
s307	c	n02	0
s307	n	n02	102
s307	c	n03	0
s307	n	n03	102
s307	c	n04	0
s307	n	n04	102
s307	c	n05	0
s307	n	n05	102
s307	c	n06	0
s307	n	n06	102
s307	c	n07	0
s307	n	n07	102
s307	c	n08	0
s307	n	n08	102
s307	c	n09	0
s307	n	n09	102
s307	c	n10	0
s307	n	n10	102
s307	c	n11	0
s307	n	n11	102
s307	c	n12	0
s307	n	n12	102
s307	c	n13	0
s307	n	n13	102
s307	c	n14	0
s307	n	n14	102
s307	c	n15	0
s307	n	n15	102
s307	c	n16	0
s307	n	n16	102
s307	c	n17	0
s307	n	n17	102
s307	c	n18	0
s307	n	n18	102
s307	c	n19	0
s307	n	n19	102
s307	c	n20	0
s307	n	n20	102
s307	c	n21	0
s307	n	n21	102
s307	c	n22	0
s307	n	n22	102
s307	c	n23	0
s307	n	n23	102
s307	c	n24	0
s307	n	n24	102
s307	c	n25	0
s307	n	n25	102
s308	c	n01	0
s308	n	n01	127
s308	c	n02	0
s308	n	n02	127
s308	c	n03	0
s308	n	n03	127
s308	c	n04	0
s308	n	n04	127
s308	c	n05	0
s308	n	n05	127
s308	c	n06	0
s308	n	n06	127
s308	c	n07	0
s308	n	n07	127
s308	c	n08	0
s308	n	n08	127
s308	c	n09	0
s308	n	n09	127
s308	c	n10	0
s308	n	n10	127
s308	c	n11	0
s308	n	n11	127
s308	c	n12	0
s308	n	n12	127
s308	c	n13	0
s308	n	n13	127
s308	c	n14	0
s308	n	n14	127
s308	c	n15	0
s308	n	n15	127
s308	c	n16	0
s308	n	n16	127
s308	c	n17	0
s308	n	n17	127
s308	c	n18	0
s308	n	n18	127
s308	c	n19	0
s308	n	n19	127
s308	c	n20	0
s308	n	n20	127
s308	c	n21	0
s308	n	n21	127
s308	c	n22	0
s308	n	n22	127
s308	c	n23	0
s308	n	n23	127
s308	c	n24	0
s308	n	n24	127
s308	c	n25	0
s308	n	n25	127
s309	c	n17	0
s309	n	n17	20
s309	c	n18	0
s309	n	n18	20
s309	c	n19	0
s309	n	n19	20
s309	c	n20	0
s309	n	n20	20
s309	c	n21	0
s309	n	n21	20
s309	c	n22	0
s309	n	n22	20
s309	c	n23	0
s309	n	n23	20
s310	c	n02	0
s310	n	n02	55
s310	c	n03	0
s310	n	n03	55
s310	c	n04	0
s310	n	n04	55
s310	c	n05	0
s310	n	n05	55
s310	c	n15	0
s310	n	n15	55
s310	c	n16	0
s310	n	n16	55
s310	c	n17	0
s310	n	n17	55
s310	c	n18	0
s310	n	n18	55
s310	c	n19	0
